commentaire,dialect,classe
يعني هيدا الشي يلي إسموا جبران باسيل، لو عمل شغلة وحدة منيحة بحقّ الوطن، من قصة الكهربا، للباسبور اللبناني، لو عمل حا…,Lebanon,normal
كول خرا ما إلي جلادتك بس لمعلوماتك جبران باسيل داعس بقلبك,Lebanon,abusive
بكل اختصار كلما زاد تبرج البنت زادت نسبة احتمال التحرش فيها ..,Lebanon,hate
يعني فهمتها بمصطلحك ايها البعير يبدوا ان شرب…,Lebanon,hate
بيسي بيسي ناو قومي خراس بقا,Lebanon,abusive
وليه روح عملك شي شغلي تفيدك احسن ما تجن بتحليلك لحديث السيد كبير عليك.آه يا هبيلة,Lebanon,abusive
خنازير العصر,Lebanon,hate
مستحيل يكون في اوسخ وانجس منك بالكون يا ديوث,Lebanon,abusive
ما بدي كون متطفّل، أعتقد أنّهم يأكلون الضّبّ ويتعاطون بول البعير، وكفى ذلك شحار وتعتير.,Lebanon,normal
ههههه يبدوا أنك اثقلت في شرب اكثر من قدحين بول البعير ولذلك دماغك شطح ههه وهابيه لاعقل لكم,Lebanon,hate
لو ملكنا كرامة ما ركبو ظهورنا خنازير فارسية1250سنة والآن رجعو يركبونا.,Lebanon,hate
- أذا التحرش سببو تأخر سن الجواز !,Lebanon,hate
رئيس جمهورية عاجز عن محاسبة أي شخص,Lebanon,normal
سماحة السيد نحن بامرك بس جبران باسيل دمو تقيل,Lebanon,normal
ضابط شو سوي اكيد نسيت الري,Lebanon,normal
لا حبيبي مش كذاب بيسوى رقبتك جبران باسيل بالقليلي ما بيلعب بي صبيع اجرو,Lebanon,normal
بشرفك خراس لأنو كلامك كلّو كذب وإذا زلمي نزال على مكتب المحاماة والد هودي الأشخاص وشوف الهويات,Lebanon,abusive
ينعل ابوهم الف مره قناة الخراب جمعت الخونه من كل مكان في شبك خنازير اسمه قطرائيل,Lebanon,hate
أصلاً الكرسي الألماني تبادل ثقافي,Lebanon,normal
ع اساس بيروت ناطرة اشارة منك لتستقبل امير قطر او غيره,Lebanon,normal
دمشق كانت وسوف تبقى عاصمة الامة,Lebanon,normal
عشان تقدر تعيش المرأة كإنسان وليس كائن اقل مم الرجل لانه مافيه شي علمي يثبت على انه افضل منها بشي وبعدين التحرش او…,Lebanon,normal
كرم عويس أقامت مأدبة عشاء لزملائها في قناة الخنزيرة اعتقدوا كون والدها يعمل بالجيش الإسرائيلي تعود على أكل اليهود ف…,Lebanon,hate
أكتر شي حبيت معاليك    والساطور العربي الموجّه هذه إضافه من المئات,Lebanon,normal
وشو فهمك انت يا غبي روح انضب ولك يا واطي واحد حقير ومنحط,Lebanon,abusive
فعلا  سياسيو لبنان حيرونا  بالأمس القريب كانوا يوجهون الانتقادات للدولة لأنها لم ترخص لشركات أخرى,Lebanon,normal
متأكد اخ نادر انها قديمة؟لانه مطلوب للقضاء والكل عم يتساءل كيف سافر,Lebanon,normal
حررو مصر من خنازير إسرائيل وكذالك السعوديه ولامارات وبقية الدول العربية…,Lebanon,hate
شو ما كان طالما ضد السعودية أهلا وسهلا,Lebanon,normal
الخلع والكسر يستخدمه ابو منشار الأخرق في كل مكان يا جربوع,Lebanon,abusive
قيادة الناس تتطلب مصداقية للاسف مفقودة من الطاقم السياسي الحاكم,Lebanon,normal
من اي صندوق نفياة جمعتم هذه الزباله ي خنازير القذيره من الحاوية الى في اسطنبول والامن الى في انقره وال…,Lebanon,hate
يا هيه .. ترى الحريم ليسوا مخلوقات مختلفة عن الرجال.,Lebanon,hate
عماد عثمان مش قاريك مش قاريك عماد عثمان وهيدا المجننك,Lebanon,normal
سدي بوزك,Lebanon,abusive
محامي ايش محامي خنازير او قرود,Lebanon,hate
لمن اضارب مع احد وسخ ازعل انو اهلي  مربيني كويس وما اقدر ارد عليه بالمثل,Lebanon,hate
ال مليون دولار التي دفعتها قطر هي آخر خرطوشة للوزير جبران باسيل في لبعبته بالهروب إلى الأمام و التي للأسف يجاريه فيها,Lebanon,normal
وزير خارجية لبنان جبران باسيل هو ممثل النظام السوري بقمة بيروت مادامت سوريا موجودة ليش بري قاطع القمة,Lebanon,normal
تلات رؤسا متقاسمين الصلاحيّات، أكبرهم سنّا ميشال عون ما بيتدخّل بشي بس بذات الوقت توقيعو أساسي لنفا…,Lebanon,normal
وهل يتم السكوت عن تدمير الشعوب والبلدان العربيه من أجل مائة لبناني يعملون بقطر,Lebanon,normal
العلاقة القائمة بيننا وبين رئيس الجمهورية لم تتزعزع مطلقاً مبنية على الثقةنحن حزبين إثنين ولسنا مطلقاً حزباً واحداًأ…,Lebanon,normal
كول هوا الله ياخدك,Lebanon,abusive
عسلامتك و سلامتون هي اصلا مش رايحة الا بس عالمعترين,Lebanon,normal
يبدو أنّك تحت تأثير بول البعير ، وقد تعفّن رأسك، حتّى صرتَ لا تفقه شيئاً في هذه الدّنيا، ولا تدري مالّذي يدور حوالي…,Lebanon,hate
لاول مرة بتفق معو لانو كلامو صح مية بالمية,Lebanon,normal
عرفت اليوم ليش سيئ طلع ذكرى ميلاد خنزير البرتغال,Lebanon,hate
اه يا عشوائي يا وسخ,Lebanon,hate
كذلك صورة امراه متبرجه وملفته,Lebanon,normal
سؤال مفخخ أغلبية التويتريون لا يحبون ولا يطيقون جبران باسيل,Lebanon,normal
انتى لية بتزعلى من الحقيقة بلاش منحرفة وعاوزين نعرف هتمشيها ازاى ظيب اومال انتى فاكرة ا…,Lebanon,hate
لك طول عمركن بتشتموا السعودية وشيوخها وبتسبو الوهابية هلق صارو مناح ايييه الله جمع ووفق ههههههههههه,Lebanon,normal
ي شيختن ' فيك الحياَ والحشمهْ غير الحريم تغاَر حتىٰ عببباتك ..,Lebanon,normal
يا ريت بيمنعوا الأرغيلة بلبنان، لأن غير هيك ما منعمل ثورة,Lebanon,normal
بتوقع بعد شكر السيد حسن للوزير جبران باسيل لازم نخفف اتهامات بلاطعمة,Lebanon,normal
اوه صح بنت اليمنية الذي يتم التحرش بها واغتصابها وقتلها بجرائم الشرف وتعتبر عار وليس لها قيمة وتتزوج وهي طفلة,Lebanon,hate
هيك مربيهم جنبلاط كل مابدو يسب حدا بفلتهم,Lebanon,normal
عثمان طرف تابع لسعد وليس رجل امن مستقل ينفذ ما يطلب منه معلمه,Lebanon,normal
فبركت الكذبة وصدقت حالك مفكر الناس مصدقتك العقاب لوهاب وهاب قاتل ابو دياب,Lebanon,normal
اقسم بالله انتي لو قدامي بالمجان ما اسويلك شي يا زنجية جاتك القرف يا سودا,Lebanon,hate
يا اسيد انت,Lebanon,normal
جايه بفستانها وتستلم جايزة افضل لاعبة خربوا الكورة الحريم والله,Lebanon,hate
نيويورك تايمز: هكذا يعيش اللاجئون اليمنيون في #كوريا_الجنوبية,Lebanon,normal
واصل (ما لك دخل) قد يصل بالواحد لإنكار بدهيات ومسلمات عند العقلاء جميعا ككون اللبس معطى مؤثر في معادلة التحرش، وككو…,Lebanon,hate
فيديو وزير الخارجية اللبناني جبران باسيل أمير قطر كسر حصار قطر في بادرة لكسر الحصار على القمة العربية الاقتصادي…,Lebanon,normal
بهيم الشاذ امه عاهره والده ديوث العائله كلها مشقوقه شق,Lebanon,hate
قلمك واضح وللحق ينحني للاسف معاليك كانو ناطرين موتك بس الله كتبلك عمر لانك صاحب حق والله يحب الحق,Lebanon,normal
و عم يبشرونا بضرايب جديدة هلبلد بدو حل ثوري صار,Lebanon,normal
بول البعير يكرم عنه لكن لا تلومينه من امس  شارب  هو  بول خنزير وي…,Lebanon,hate
لا تلاحظ انه كلام كلام شرب بول البعير و افتخارك ب الأوربيين من قتل اجدادك هذا دليل انك بدون مبدأ و لا ه…,Lebanon,normal
هههههههههههههههههههههههههههههههههههههههههههههههه صاروخ بول البعير إحنا اللي دقينا خشومكم…,Lebanon,hate
نعم إن منعها هو خوفاً من أن يورط صغار القوم كبارهم,Lebanon,normal
عايزه تخصى العالم كله عشان متجوزتيش يا بايره,Lebanon,hate
اه يا هبيلة,Lebanon,abusive
يا علاء انت حمار ولا بتستحمر,Lebanon,abusive
يا رب تموت,Lebanon,abusive
علاء الخواجة هوي الي شترى البلد و ضمير بعض سياسي البلد,Lebanon,normal
انصحك باكل الارنبيط والفاصوليا يوميا لانو ضغط الهوا عندك صار كبير ورح تفقع  اخرج بسلام يا جني وريحنا بق,Lebanon,normal
